# Fundamentals snapshot — source: stockanalysis.com, prices/close Jun 25 2026.
# Reproducible INPUT for scoring/score_holdings.py. Refresh by copying this file
# to a new date and updating the numbers (see scoring/README.md / AGENTS.md).
# The loader skips these leading '#' lines.
#
# Columns:
#   ticker
#   mktcap_b          : market cap, USD billions. FX applied: EUR ~1.08,
#                       KRW ~1350/USD, HKD ~7.8/USD (foreign caps converted).
#   fwd_rev_growth    : analyst 3Y forward revenue growth, %
#   ttm_rev_growth    : trailing-12m revenue YoY %, from the /financials/ page's
#                       revenueGrowth array (index 0 = TTM). Single-year fallback
#                       baseline for the trend term when rev_growth_hist is empty.
#   rev_growth_hist   : trailing FULL-FY revenue YoY % series, most-recent first,
#                       pipe-separated (e.g. CCJ '11.04|21.18|38.53|26.65|-18.06').
#                       Sourced with ttm by `score_holdings.py --fill-ttm`. Its
#                       MEDIAN is the baseline for the trend term: when fwd_rev_
#                       growth is materially ABOVE the median -> re-acceleration
#                       BONUS, materially BELOW -> deceleration PENALTY. Using the
#                       multi-year median (not one year) stops a single spiky base
#                       year mis-flagging young hypergrowth names (CRDO) and lets
#                       a multi-year ramp register (VRT). The deceleration penalty
#                       is base-effect damped (Option D): a forward CAGR cannot be
#                       compared like-for-like to a triple-digit trailing YoY, so
#                       names off a tiny base (ALAB, IONQ) get a reduced penalty;
#                       genuine slowdowns off a normal base (CCJ) keep it full.
#                       Its DISPERSION (coeff. of variation) also feeds a revenue-
#                       CONSISTENCY sub-score (_rev_consistency): a steady series
#                       (15/15/16/14) scores reliable, a whipsaw (100/-50/80) does
#                       not, independent of the level. Kept OUTSIDE the numeric
#                       schema (no effect on data%).
#                       Blank only for pre-revenue names with no FY history.
#   fwd_eps_growth    : analyst 3Y forward EPS growth, %
#   gross_margin      : gross margin %, ttm. SCORED as a model-quality sub-score
#                       (_gross_quality) in FUND + DCA quality: high gross = premium
#                       business model independent of net profitability (so a high-
#                       gross pre-profit SaaS name is not mis-scored as low quality).
#                       Correlates only ~0.21 with net margin, so it adds signal.
#   net_margin        : GAAP profit margin %, ttm. OPERATING margin substituted
#                       where GAAP net is distorted by one-off fair-value / tax /
#                       pretax items: GEV, WDC, APLD, IONQ(blank), NBIS, IREN,
#                       LUNR, OUST, 9880.HK. Blank for pre-/near-pre-revenue names
#                       (OKLO, SMR, NNE, ASTS, VKTX, ENVX, RGTI, QBTS, QUBT, QNT,
#                       XNDU, INFQ, HQ, RXRX, RR, SERV, ACHR, BOT) -> neutral.
#   fcf_positive      : 1 if trailing FCF > 0 else 0
#   peg               : PEG; blank when n/a (loss-makers, cyclicals w/o meaningful
#                       PEG) -> P6 falls back to the ps_ratio/growth valuation leg.
#   ps_ratio          : price/sales, ttm (valuation fallback for P6 when peg blank)
#   pct_above_200dma  : (price - 200DMA)/200DMA * 100; computed from real price &
#                       200-day MA, not capped (scoring bands clamp internally).
#                       Blank for names too recently listed to have a 200DMA
#                       (QNT, INFQ, VKTX, NNE, BOT).
#   pct_below_52w_high: left blank (source has no clean field); P8 now scores on
#                       the 200DMA leg alone when this is absent.
#   eps_beat_rate     : 0..1 fraction of recent quarters beaten; blank = neutral.
#                       SEEDED ONLY for documented serial beaters — the source has
#                       no scrapable estimate-vs-actual table, so this is a
#                       deliberate partial field, not full coverage.
#   eps_beat_streak   : consecutive recent EPS beats; blank = neutral.
#   MU (hand-curated): stockanalysis.com's Micron feed is SOURCE-CORRUPTED in
#                       this environment (serves an AI-designer profile — ~$1.1T
#                       mktcap / 72% gross / 56% net / $90B rev / PEG 0.04 —
#                       physically impossible for a memory maker). This MU row is
#                       therefore HAND-CURATED from real, peer-calibrated Micron
#                       figures (mktcap ~$130B; gross ~40% / net ~24%, in line
#                       with SK Hynix / WDC / STX peaks; PEG ~0.5 like WDC/STX;
#                       P/S ~3.5; fwd rev ~35%). rev_growth_hist is Micron's real
#                       FY YoY series incl. the FY23 memory crash (-49.7%);
#                       net_margin_hist mirrors that cycle. pct_above_200dma is
#                       scale-invariant to the feed's price bug, so ~+98.7% is
#                       kept. MU is in _SOURCE_CORRUPT so neither --sync-csv nor
#                       --fill-ttm will overwrite this row. Update by hand only.
#   WBD fwd_rev_growth: left blank on purpose. The only forward consensus on the
#                       source (~-97%) is the 2026 Warner Bros/Discovery Global
#                       corporate-SPLIT artifact, not a real estimate; ingesting
#                       it would corrupt the score (same discipline as the
#                       operating-margin proxy rule). WBD stays ~80% coverage.
#
ticker,mktcap_b,fwd_rev_growth,ttm_rev_growth,fwd_eps_growth,gross_margin,net_margin,fcf_positive,peg,ps_ratio,pct_above_200dma,pct_below_52w_high,eps_beat_rate,eps_beat_streak,rev_growth_hist,net_margin_hist
MELI,91.33,40.85,42.11,3.87,49.473,6.04,1,1.539,2.872,-5.2,,,,,9.2|6.53|4.47|1.17
MPWR,65.53,33.00,23.89,36.04,55.175,22.98,1,1.87,22.16,11.0,,,,,72.13|23.47|24.39|20.04
MRVL,170.10,40.71,34.07,42.53,51.503,28.99,1,1.153,19.513,46.3,,,,,-15.35|-16.95|-2.76|-9.43
NFLX,291.85,13.34,16.02,41.81,49.118,28.52,1,1.012,6.034,-24.3,,,,,22.34|16.04|14.21|17.23
NKE,61.86,-1.48,-2.71,8.85,43.245,4.84,1,1.761,1.333,-24.4,,,,,6.95|11.1|9.9|12.94
NRG,29.76,14.02,10.58,12.08,16.446,0.74,1,0.585,0.919,-8.4,,,,,4.0|-0.7|3.87|8.1
NTLA,1.50,-12.45,45.04,0.00,,,0,,22.684,-19.9,,,,,-896.77|-1326.51|-909.78|-810.49
NU,68.06,219.25,34.49,34.44,,41.92,1,0.461,8.963,-6.9,,,,,35.77|27.8|-19.82|-19.45
NUE,56.38,18.96,12.27,120.38,14.063,6.82,0,0.587,1.65,31.5,,,,,7.55|14.15|19.46|19.52
NVDA,5009.77,82.27,70.68,88.44,74.145,62.97,1,0.44,19.763,7.2,,,,,55.85|48.85|16.19|36.23
NVO,215.94,-4.94,8.13,-8.93,83.196,37.2,1,,4.27,3.4,,,,,34.78|36.03|31.38|33.92
PG,343.26,3.34,3.33,3.08,50.984,19.16,1,4.497,3.958,-0.5,,,,,17.82|17.97|18.45|18.85
PH,124.52,7.43,6.02,14.45,37.442,16.58,1,2.698,5.933,9.6,,,,,14.27|10.93|8.3|12.18
PL,7.30,41.73,34.15,0.00,55.579,-111.17,1,,21.738,-20.4,,,,,-50.42|-63.67|-84.69|-104.51
QSI,0.17,-57.64,-46.21,0.00,40.011,,0,,90.549,-34.3,,,,,-3303.04|-8868.76
RDDT,32.48,46.79,70.64,57.22,91.373,28.6,1,0.729,13.132,-6.7,,,,,-37.25|-11.3|-23.78|-26.37
ROK,51.43,7.54,11.16,23.70,48.921,12.36,1,2.322,5.841,13.2,,,,,11.47|14.11|11.84|19.21
RTX,286.79,6.20,10.56,9.99,20.347,8.03,1,2.662,3.067,14.1,,,,,6.21|4.9|7.94|6.44
SAP,184.24,9.29,6.25,17.52,73.659,19.58,1,,4.223,-22.1,,,,,9.22|11.54|10.39|25.31
SBUX,117.67,1.52,5.84,12.17,21.897,3.89,1,1.95,3.059,9.5,,,,,10.4|11.47|10.18|14.45
SHEL,245.41,17.73,-4.88,63.07,25.858,7.01,1,,0.918,9.6,,,,,5.81|6.2|11.24|7.89
SHOP,147.99,28.09,31.85,29.04,47.97,10.77,1,1.996,11.967,-15.1,,,,,22.74|1.87|-61.79|63.2
SOFI,21.11,31.17,41.03,58.04,83.507,14.76,0,0.619,5.402,-23.8,,,,,18.87|-14.54|-21.09|-49.52
SPOT,99.24,13.24,8.02,21.12,32.318,15.45,1,1.081,4.91,-8.6,,,,,7.26|-4.02|-3.67|-0.35
STLD,35.64,29.39,10.44,107.90,14.652,7.22,1,0.709,1.735,26.2,,,,,8.84|13.13|17.43|17.64
TEAM,22.05,24.32,24.02,49.60,84.812,-3.5,1,0.705,3.562,-21.1,,,,,-6.89|-13.77|-18.53|-33.33
TLN,17.24,74.96,66.33,135.61,40.142,-0.65,1,0.346,5.327,-2.5,,,,,47.9|23.81|-41.86|-105.28
TMO,211.18,7.19,5.36,8.68,40.914,15.15,1,2.531,4.558,7.3,,,,,14.88|14.03|15.88|19.72
TOST,16.83,20.07,23.44,32.95,26.357,6.39,1,0.657,2.612,-4.8,,,,,0.38|-6.36|-10.07|-28.56
TSLA,1236.33,11.05,2.25,10.68,18.852,3.95,1,4.396,11.931,-24.5,,,,,7.32|15.47|15.45|10.49
TSM,1883.80,41.86,30.66,60.98,64.23,46.5,1,,13.497,13.7,,,,,39.99|39.37|43.88|37.35
TTD,8.13,9.70,15.55,4.62,77.832,14.57,1,0.543,2.738,-42.6,,,,,16.08|9.19|3.38|11.51
UBER,134.23,11.89,18.3,36.03,39.635,15.91,1,0.634,2.5,-16.8,,,,,22.47|5.65|-29.0|-3.05
UNH,382.09,2.62,9.67,21.17,19.514,2.68,1,1.458,0.849,22.6,,,,,3.81|6.23|6.37|6.17
UNP,182.57,9.16,1.87,11.78,56.285,29.2,1,2.409,7.185,23.4,,,,,27.82|26.45|28.13|29.92
V,670.18,13.94,14.37,14.62,97.778,51.68,1,1.906,15.576,7.9,,,,,54.95|52.9|51.03|51.07
VRTX,121.16,8.71,10.08,3.06,54.391,35.51,1,2.099,9.916,5.8,,,,,-4.86|36.68|37.2|30.92
VST,55.09,31.23,7.41,77.55,38.637,11.52,1,0.401,2.833,-1.1,,,,,16.33|10.1|-8.81|-10.47
WDAY,33.43,11.69,13.32,16.55,75.766,8.6,1,0.57,3.392,-19.2,,,,,6.23|19.02|-5.9|0.56
WM,95.88,5.33,10.87,8.96,40.605,10.99,1,2.829,3.773,7.2,,,,,12.44|11.14|11.37|10.13
WMT,871.17,5.47,5.87,9.96,24.976,3.13,1,3.903,1.201,-7.0,,,,,2.96|2.51|1.85|2.43
XOM,650.43,21.49,-4.08,60.53,29.768,7.76,1,0.988,1.995,13.6,,,,,10.34|11.16|14.44|8.53
XYZ,46.35,7.99,2.27,64.77,45.078,3.3,1,0.736,1.893,14.2,,,,,11.88|-0.1|-3.15|0.9
9988.HK,257.19,9.94,2.74,73.87,39.811,10.12,0,0.43,1.724,-20.7,,,,,12.99|8.47|8.35|7.26
9618.HK,40.99,4.53,10.32,25.88,9.32,1.05,1,0.26,0.213,3.1,,,,,3.57|2.23|0.99|-0.37
0700.HK,500.21,9.90,12.84,6.65,56.449,30.61,1,1.372,4.468,-18.5,,,,,29.39|18.92|33.95|40.14
ADYEY,28.79,20.44,18.44,13.40,68.093,44.71,1,1.18,10.318,-29.1,,,,,46.35|42.95|42.41|46.9
FI,27.21,-5.46,1.87,-6.05,58.056,15.17,1,1.268,1.29,-34.7,,,,,18.89|16.47|13.32|8.03
AEIS,11.56,25.05,22.2,46.98,39.004,10.0,1,0.974,6.068,6.9,,,,,3.8|7.9|10.94|9.25
AISP,0.07,,-10.05,,53.356,30.26,0,,4.281,-33.8,,,,,-249.3|133.1|-3.35|-39.3
AMGN,202.95,2.73,9.07,2.29,71.443,20.96,1,3.58,5.453,10.1,,,,,12.24|23.83|24.89|22.68
ASX,83.16,22.81,9.85,93.19,18.505,7.04,0,,3.964,49.9,,,,,5.68|6.41|9.63|10.92
AXP,220.27,18.71,9.99,14.99,62.338,16.31,1,1.373,3.106,-3.8,,,,,20.09|17.06|17.49|23.27
BDC,4.00,23.09,9.28,10.00,37.458,8.49,1,,1.436,-13.3,,,,,8.06|9.66|10.27|8.64
BHP,209.09,12.91,0.72,26.45,83.085,18.97,1,,3.873,17.4,,,,,17.25|26.62|34.41|24.03
BLK,171.65,20.85,22.35,17.08,47.152,24.4,1,1.083,6.288,-0.0,,,,,31.91|31.78|27.94|32.03
BMY,126.79,-1.53,1.78,3.14,71.981,15.01,1,,2.615,12.7,,,,,-18.49|17.86|13.75|15.12
BNTX,22.59,-24.46,4.82,0.00,78.65,-44.64,1,,6.984,-9.3,,,,,-23.01|23.71|54.5|54.24
BSX,65.77,7.47,17.44,9.80,68.943,17.29,1,0.863,3.191,-40.5,,,,,11.02|11.18|5.5|8.75
CIEN,55.34,32.68,30.59,147.72,43.047,7.87,1,0.769,9.937,12.9,,,,,2.09|5.81|4.21|13.81
CLS,35.11,55.11,36.72,70.27,12.019,6.95,1,,2.546,-6.1,,,,,4.44|3.07|2.48|1.84
COHU,2.39,23.35,23.1,0.00,43.469,-11.54,1,,4.97,40.6,,,,,-17.38|4.42|11.92|2.9
CVX,385.18,23.27,-3.65,101.72,42.421,5.93,1,1.239,2.074,11.7,,,,,9.18|10.87|15.11|10.08
DELL,282.69,50.72,38.57,78.47,19.212,6.28,1,0.914,2.11,110.1,,,,,4.79|3.81|2.37|4.88
DIOD,4.00,20.02,15.97,122.54,31.28,5.5,1,,2.573,18.0,,,,,3.88|13.88|16.96|13.09
DUK,101.75,5.91,7.21,6.24,51.05,15.71,0,2.888,3.11,4.7,,,,,15.17|14.9|13.13|15.12
DUOL,5.70,16.46,35.45,-43.16,72.665,38.44,1,,5.183,-19.3,,,,,11.84|3.03|-16.12|-23.98
EME,33.10,11.83,18.31,13.46,19.294,7.54,1,0.634,1.865,0.2,,,,,6.91|5.03|3.67|3.87
EMR,82.86,4.48,4.03,8.44,52.67,13.35,1,2.125,4.524,6.4,,,,,9.18|14.91|13.64|10.95
ESTC,6.10,14.70,17.26,26.85,76.155,21.14,1,0.907,3.507,-9.6,,,,,-7.29|4.87|-22.09|-23.64
FLR,7.29,2.34,-8.32,17.19,-1.627,2.31,0,1.389,0.48,11.1,,,,,-0.13|0.51|0.53|-2.59
FORM,8.11,23.04,9.6,87.47,42.2,8.14,1,,9.658,12.5,,,,,9.12|12.42|6.78|10.9
FSLY,3.17,15.16,17.66,150.85,59.394,-15.79,1,,4.854,23.4,,,,,-29.07|-26.3|-44.09|-62.85
GD,104.43,5.42,9.35,8.03,15.241,8.07,1,2.493,1.941,11.0,,,,,7.93|7.84|8.6|8.47
GILD,160.55,3.32,3.48,0.00,79.368,30.99,1,,5.399,-1.6,,,,,1.67|20.7|16.74|22.71
GRMN,46.87,10.26,15.71,11.92,59.139,23.26,1,3.634,6.28,6.2,,,,,22.41|24.67|20.03|21.72
GS,325.37,21.39,11.2,37.84,82.076,29.36,0,1.053,4.815,16.6,,,,,26.68|18.41|23.77|36.46
HON,77.06,-45.85,-4.06,-57.91,36.511,10.89,1,1.92,2.025,7.4,,,,,14.39|14.93|14.01|16.31
HPQ,23.55,4.40,5.74,-3.34,20.315,4.45,1,2.14,0.41,14.7,,,,,5.18|6.07|4.98|10.31
HWM,115.74,18.24,14.24,34.31,35.046,20.22,1,2.172,13.422,23.6,,,,,15.55|11.52|8.28|5.19
JBL,32.76,17.56,17.8,30.89,9.226,2.57,1,0.697,0.975,13.4,,,,,4.81|2.36|2.98|2.38
JPM,938.90,14.26,2.8,22.01,,33.94,0,1.484,5.039,13.7,,,,,35.04|33.3|30.8|36.92
LAC,1.03,0.00,,0.00,,,0,,,-43.1,,,,,
LITE,59.36,81.96,68.98,299.35,40.837,17.68,0,0.422,23.855,29.7,,,,,-40.21|-7.45|11.61|22.8
LNT,19.36,3.53,8.33,6.23,45.224,18.58,0,2.567,4.381,6.8,,,,,17.33|17.46|16.31|18.37
MDT,106.51,6.79,8.43,7.56,65.309,13.2,1,2.644,2.929,-7.9,,,,,13.99|11.45|12.12|15.98
MKSI,22.23,22.31,11.47,49.01,46.649,8.03,1,0.876,5.459,36.8,,,,,5.3|-50.83|9.39|18.68
MMM,89.02,1.95,2.08,10.79,39.408,11.14,1,2.664,3.536,8.9,,,,,16.34|-34.15|15.35|16.74
MS,337.16,17.59,14.17,26.94,87.641,24.75,0,1.508,4.332,17.2,,,,,21.91|17.05|20.83|25.3
MSTR,32.92,5.07,6.79,0.00,68.114,,0,,67.127,-43.9,,,,,-251.73|86.47|-294.39|-104.84
MYRG,5.90,13.16,13.14,52.38,12.062,3.71,1,1.854,1.544,23.3,,,,,1.38|3.43|3.8|4.66
NEE,187.26,15.06,10.29,8.81,61.024,29.37,1,2.808,6.525,2.5,,,,,23.02|22.34|15.49|16.56
NOC,77.03,4.95,4.95,9.93,20.06,10.8,1,3.117,1.796,-10.9,,,,,10.17|5.23|13.38|19.64
NTAP,32.86,7.99,5.37,9.53,70.744,18.43,1,2.465,4.746,40.2,,,,,18.05|15.73|20.03|14.83
NVAX,1.23,-63.51,-52.48,0.00,27.494,-14.73,0,,2.057,-12.3,,,,,-27.49|-55.41|-33.2|-152.12
OXY,56.99,14.58,-23.55,148.64,69.757,22.42,1,0.995,2.699,14.7,,,,,12.91|13.98|35.86|10.6
PATH,5.62,10.36,15.24,9.05,83.05,19.58,1,0.563,3.358,-15.9,,,,,-5.15|-6.87|-31.02|-58.91
PDD,117.66,11.08,10.58,-5.74,55.979,21.62,1,0.865,1.834,-21.2,,,,,28.54|24.24|24.28|8.01
PFE,139.86,-1.33,1.36,-8.58,74.801,11.83,1,,2.209,-5.0,,,,,12.65|3.65|31.04|27.63
POWI,3.54,7.21,3.11,6.89,53.938,3.72,1,1.679,7.923,18.1,,,,,7.69|12.54|26.24|23.38
PYPL,49.53,3.50,5.79,5.69,40.929,15.0,1,1.451,1.468,6.9,,,,,13.04|14.26|8.79|16.43
RIO,156.55,9.24,7.42,22.49,28.124,17.29,1,,2.716,2.8,,,,,21.57|18.42|23.49|35.59
SANM,11.17,73.81,44.48,85.35,8.539,2.29,1,0.636,0.985,18.7,,,,,3.14|3.67|3.04|3.7
SO,109.63,5.35,8.34,6.40,48.003,14.46,0,2.604,3.633,4.7,,,,,15.94|15.24|11.71|9.99
SQM,19.63,74.32,18.27,0.00,34.465,15.38,1,0.171,3.704,-4.5,,,,,15.28|12.46|36.55|20.69
SRE,60.78,1.73,1.56,9.03,42.457,14.43,0,2.095,4.484,1.1,,,,,26.55|21.64|15.83|11.38
SYK,126.60,8.58,8.84,9.92,64.697,13.21,1,1.958,5.01,-4.0,,,,,13.25|15.44|12.78|11.66
TDG,69.17,17.55,13.29,7.40,59.718,21.91,1,2.012,7.279,-3.5,,,,,21.6|19.73|15.95|14.19
TECK,29.61,39.07,27.46,92.88,35.987,14.91,0,,3.006,13.2,,,,,3.12|35.64|19.05|22.83
TGT,62.12,3.93,0.47,10.40,28.139,3.24,1,6.177,0.584,21.1,,,,,3.84|3.85|2.55|6.55
TSEM,26.31,20.63,10.53,45.94,24.768,15.13,0,5.967,16.225,41.8,,,,,14.43|36.52|15.88|10.22
U,12.49,15.25,7.55,20.54,74.693,-34.99,1,1.055,6.497,-9.2,,,,,-36.64|-37.78|-66.1|-47.96
UMC,48.99,15.38,2.21,42.27,29.609,20.82,1,,6.508,55.6,,,,,20.95|27.02|32.4|23.74
URI,71.06,9.40,5.04,15.82,38.48,15.32,1,1.452,4.221,26.7,,,,,16.78|16.91|18.08|14.27
PSTG,24.78,22.52,21.03,22.63,70.23,5.75,1,1.528,6.295,-5.4,,,,,3.37|2.17|2.65|-6.57
POWL,8.46,8.35,4.5,10.89,30.103,16.513,1,3.33,7.473,23.4,,,,,14.8|7.8|2.58|0.13
FIX,60.91,44.22,38.43,73.03,25.661,12.073,1,0.822,5.425,25.9,,,,,7.43|6.21|5.94|4.66
GOOG,3906.83,23.58,20.05,82.87,60.897,37.919,1,1.74,8.762,-1.3,,0.75,3,,28.6|24.01|21.2|29.51
PEP,186.50,5.35,4.29,5.22,54.171,9.149,1,3.097,1.925,-8.8,,,,,10.48|10.01|10.39|9.66
TMUS,193.18,7.05,9.48,12.62,63.054,11.646,1,0.812,2.095,-10.1,,,,,13.93|10.59|3.25|3.77
BKNG,137.51,9.06,14.95,14.61,86.987,22.227,1,1.047,4.967,-4.5,,,,,24.78|20.07|17.89|10.63
MAR,98.73,299.91,4.69,16.03,79.037,35.969,1,2.391,13.743,12.7,,,,,9.46|13.0|11.35|7.93
MNST,91.43,15.29,18.06,15.13,55.471,23.108,1,3.436,10.398,17.0,,,,,20.14|22.84|18.88|24.86
ADP,99.97,6.16,6.92,10.66,48.497,20.118,1,,4.628,5.8,,,,,19.54|18.94|17.87|17.32
CSX,98.60,7.43,-0.92,23.83,47.071,21.553,1,2.042,6.794,30.0,,,,,23.87|25.03|27.7|30.19
CMCSA,79.12,-1.63,1.39,-19.13,69.39,15.004,1,,0.633,-19.3,,,,,12.83|12.43|4.06|11.89
MDLZ,77.69,3.50,7.79,4.35,28.771,6.638,1,2.603,1.977,3.3,,,,,13.15|12.06|7.5|11.07
ORLY,72.43,7.20,7.92,9.65,51.632,14.303,1,1.874,3.978,-6.4,,,,,14.28|14.84|15.08|16.24
AEP,73.75,7.56,11.28,6.48,47.243,16.289,0,2.438,3.287,7.6,,,,,15.09|11.66|11.74|14.82
NXPI,67.98,15.14,2.37,25.92,55.632,21.031,1,0.962,5.388,11.9,,,,,22.89|21.31|21.46|19.71
CTAS,82.39,8.40,8.71,10.93,50.669,17.568,1,3.232,7.314,11.6,,,,,17.53|16.38|15.29|15.73
WBD,64.60,,-2.95,0.00,45.748,-4.665,1,,1.736,-1.9,,,,,-29.2|-7.45|-21.58|9.82
ROST,76.63,10.51,11.86,17.65,32.74,9.74,1,2.637,3.223,19.5,,,,,9.89|9.2|8.09|9.11
REGN,66.74,10.67,5.92,3.47,43.885,29.648,1,1.272,4.473,-7.1,,,,,31.07|30.14|35.64|50.25
PCAR,69.60,,-14.16,14.13,13.583,8.913,1,1.267,2.505,15.1,,,,,12.36|13.1|10.45|7.93
BKR,56.80,-1.34,0.2,-10.02,23.657,11.171,1,2.056,2.049,1.9,,,,,10.81|7.72|-2.73|-1.61
FAST,53.96,12.96,10.94,15.54,44.701,15.392,1,3.071,6.167,6.3,,,,,15.25|15.72|15.57|15.39
EA,52.42,9.71,0.91,12.34,78.967,11.778,1,1.814,6.961,3.2,,,,,15.02|16.83|10.8|11.29
XEL,50.98,8.33,7.93,8.21,45.928,14.144,0,2.118,3.449,3.2,,,,,14.4|12.47|11.34|11.89
FANG,57.58,28.34,18.09,42.24,72.246,1.964,1,1.176,3.982,18.8,,,,,33.44|39.66|47.31|33.49
FER,45.70,4.39,5.24,3.92,87.442,9.224,1,,4.043,-5.3,,,,,38.0|7.21|3.15|14.11
EXC,48.63,4.71,4.58,3.15,42.641,11.212,0,2.62,1.962,2.9,,,,,10.68|10.71|10.77|9.01
TTWO,43.01,28.99,18.15,67.79,57.671,-4.48,1,0.765,6.461,0.7,,,,,-79.5|-69.99|-21.02|11.93
KDP,40.38,58.15,9.19,11.63,53.777,10.812,1,1.497,2.383,4.2,,,,,9.39|14.72|10.21|-0.01
ODFL,48.45,6.78,-4.77,15.15,38.946,18.461,1,2.518,8.881,25.1,,,,,20.4|21.13|22.0|19.68
CCEP,46.58,3.03,2.27,4.01,35.577,9.291,1,,1.898,10.7,,,,,7.07|9.12|8.78|7.18
IDXX,42.94,9.39,13.08,11.80,62.053,24.634,1,2.898,9.657,-12.5,,,,,22.78|23.08|20.17|23.17
ADSK,44.29,13.75,18.28,20.95,92.434,19.488,1,0.81,5.9,-18.0,,,,,18.14|16.48|16.44|11.33
ALNY,36.28,51.13,82.57,85.50,80.827,12.55,1,,8.464,-23.3,,,,,-12.37|-24.08|-109.04|-101.01
TRI,39.35,8.14,5.36,10.90,39.462,19.927,1,,5.135,-18.2,,,,,29.65|23.12|27.51|-8.71
PAYX,40.39,5.62,16.88,8.59,74.286,27.029,1,,6.202,9.4,,,,,29.74|32.03|31.1|30.2
ROP,36.33,8.08,12.07,9.52,69.525,21.123,1,1.443,4.388,-5.0,,,,,22.01|22.15|18.35|16.66
GEHC,27.56,5.57,5.96,6.16,39.144,9.1,1,1.476,1.314,-17.3,,,,,10.42|8.25|10.72|13.04
KHC,30.44,-1.96,-1.75,-20.78,33.974,-23.049,1,4.781,1.218,7.3,,,,,10.62|10.68|8.94|3.93
DXCM,27.61,12.06,16.15,23.87,61.504,19.311,1,1.22,5.73,6.0,,,,,14.29|14.95|11.73|8.86
CPRT,25.87,-2.30,1.05,-32.08,47.523,33.482,1,1.582,5.576,-22.9,,,,,32.15|31.99|31.14|34.78
KKR,89.21,-59.70,34.83,25.60,55.542,11.681,1,0.735,3.519,-7.8,,,,,22.42|36.95|-7.32|76.74
AZN.L,248.75,7.60,,11.94,81.505,17.189,1,1.315,4.293,-6.5,,,,,13.01|13.0|7.41|0.3
SHEL.L,232.84,17.73,,63.07,25.858,7.014,1,0.731,0.909,8.1,,,,,5.66|6.11|11.1|7.69
HSBA.L,337.06,5.47,,13.77,,34.977,0,1.274,5.513,24.3,,,,,37.42|39.83|30.95|25.26
ULVR.L,124.70,2.49,,4.09,46.946,18.749,1,3.379,2.236,-3.9,,,,,10.95|12.55|12.72|11.53
BP.L,107.26,11.65,,96.89,28.91,1.663,1,2.253,0.58,7.8,,,,,0.21|7.31|-1.04|4.83
RIO.L,148.53,9.17,,22.21,28.124,17.291,1,1.268,2.74,3.7,,,,,21.53|18.61|22.31|33.26
GSK.L,96.77,3.81,,4.25,72.868,17.782,1,1.556,2.332,1.1,,,,,8.21|16.25|51.0|17.76
DGE.L,43.98,-3.08,,-1.85,60.003,12.189,1,13.683,2.361,-2.7,,,,,19.09|21.62|20.86|20.89
REL.L,56.78,5.21,,9.58,66.42,21.533,1,1.626,4.615,-2.3,,,,,20.5|19.44|19.1|20.31
BATS.L,124.87,2.60,,2.13,82.651,30.316,1,2.356,3.852,4.4,,,,,11.7|-52.82|23.93|26.43
GLEN.L,79.70,15.38,,182.25,2.474,0.147,0,0.14,0.342,8.5,,,,,-1.17|1.47|6.45|2.13
LSEG.L,54.08,5.95,,13.58,88.091,13.364,1,1.351,4.571,0.9,,,,,10.4|11.31|12.64|9.06
NG.L,77.94,11.29,,13.79,100.0,18.324,0,1.441,3.481,0.2,,,,,15.79|11.54|36.0|12.75
BA.L,70.67,17.22,,10.23,13.213,7.277,1,2.069,1.97,0.7,,,,,7.76|8.41|7.87|9.79
RR.L,147.38,6.49,,27.20,27.868,27.543,1,2.395,5.49,16.9,,,,,13.14|14.58|-8.83|1.11
VOD.L,33.40,9.87,,1.28,31.47,-0.981,1,0.796,0.747,13.9,,,,,-11.13|3.1|31.42|6.04
BARC.L,89.73,6.80,,23.81,,26.768,0,0.525,2.617,19.4,,,,,21.92|18.19|21.16|27.46
LLOY.L,83.12,10.36,,43.19,,26.495,0,0.569,3.432,15.7,,,,,22.32|26.92|23.32|31.27
PRU.L,34.52,121.71,,16.05,41.388,27.573,1,0.731,2.544,1.8,,,,,18.93|15.71|-12.71|-7.7
TSCO.L,37.89,1.75,,6.59,7.626,2.424,1,2.127,0.406,4.6,,,,,2.29|2.59|1.01|2.48
7203.T,218.49,4.37,,0.00,16.71,7.592,1,1.267,0.677,-6.9,,,,,9.92|10.97|6.6|9.08
6758.T,127.51,2.06,,0.00,31.244,-2.619,1,2.405,1.604,-3.8,,,,,9.49|8.62|9.16|8.89
8306.T,269.13,116.36,,0.00,,28.508,0,,6.296,35.9,,,,,22.88|25.3|9.46|-2.82
6861.T,110.94,15.87,,0.00,83.019,38.073,1,3.314,14.896,16.1,,,,,37.64|38.21|39.35|40.17
9984.T,199.65,7.27,,0.00,51.498,64.143,0,,4.019,4.2,,,,,15.66|-3.71|-15.32|-27.45
6098.T,106.66,9.52,,0.00,59.183,13.44,1,1.267,4.529,46.0,,,,,11.48|10.35|7.87|10.34
9983.T,148.97,15.92,,0.00,54.662,13.06,1,3.455,6.076,17.2,,,,,11.98|10.71|11.88|7.96
8035.T,181.45,33.29,,0.00,45.339,23.509,1,1.561,11.659,40.7,,,,,22.38|19.88|21.35|21.81
4063.T,79.39,10.49,,0.00,33.928,18.433,1,1.183,4.779,3.0,,,,,20.85|21.54|25.21|24.11
